Season,Competition,Club,1 - 15,16 - 30,31 - 45,45+,46 - 60,61 - 75,76 - 90,90+,Extra time,Total,Player
95/96,Premier League,Manchester United,2,-,1,-,1,2,5,-,-,11,Ryan Giggs
95/96,FA Cup,Manchester United,-,-,1,-,-,-,-,-,-,1,Ryan Giggs
94/95,FA Cup,Manchester United,-,1,-,-,-,-,-,-,-,1,Ryan Giggs
94/95,Champions League,Manchester United,-,-,1,-,-,1,-,-,-,2,Ryan Giggs
94/95,Premier League,Manchester United,-,-,-,-,-,-,1,-,-,1,Ryan Giggs
93/94,Premier League,Manchester United,2,4,1,-,4,1,1,-,-,13,Ryan Giggs
93/94,FA Cup,Manchester United,-,-,-,-,-,1,-,-,-,1,Ryan Giggs
93/94,EFL Cup,Manchester United,-,2,-,-,1,-,-,-,-,3,Ryan Giggs
92/93,Premier League,Manchester United,2,3,1,-,1,-,2,-,-,9,Ryan Giggs
92/93,FA Cup,Manchester United,-,1,-,-,-,1,-,-,-,2,Ryan Giggs
91/92,First Division (- 91/92),Manchester United,1,1,1,-,-,-,1,-,-,4,Ryan Giggs
91/92,EFL Cup,Manchester United,-,-,1,-,1,-,-,-,1,3,Ryan Giggs
90/91,First Division (- 91/92),Manchester United,-,-,1,-,-,-,-,-,-,1,Ryan Giggs
2014,MLS,New York Red Bulls,-,-,2,-,6,2,-,-,,10,Thierry Henry
2013,MLS,New York Red Bulls,-,3,2,1,1,-,3,-,,10,Thierry Henry
2012,MLS,New York Red Bulls,3,1,2,-,3,2,2,2,,15,Thierry Henry
11/12,Premier League,Arsenal FC,-,-,-,-,-,-,-,1,,1,Thierry Henry
11/12,FA Cup,Arsenal FC,-,-,-,-,-,-,1,-,,1,Thierry Henry
2011,MLS Cup Playoffs,New York Red Bulls,-,-,-,-,-,-,-,1,,1,Thierry Henry
2011,MLS,New York Red Bulls,3,2,2,-,2,2,3,-,,14,Thierry Henry
2010,MLS,New York Red Bulls,-,1,-,-,-,1,-,-,,2,Thierry Henry
09/10,LaLiga,FC Barcelona,-,2,1,-,1,-,-,-,,4,Thierry Henry
08/09,LaLiga,FC Barcelona,1,5,2,-,2,4,5,-,,19,Thierry Henry
08/09,Champions League,FC Barcelona,1,2,1,-,-,1,-,-,,5,Thierry Henry
08/09,Copa del Rey,FC Barcelona,-,-,1,-,-,-,-,-,,1,Thierry Henry
08/09,Champions League Qu.,FC Barcelona,-,-,-,-,1,-,-,-,,1,Thierry Henry
07/08,LaLiga,FC Barcelona,1,5,3,-,2,-,1,-,,12,Thierry Henry
07/08,Copa del Rey,FC Barcelona,-,2,1,-,-,1,-,-,,4,Thierry Henry
07/08,Champions League,FC Barcelona,1,-,-,-,1,-,1,-,,3,Thierry Henry
06/07,Premier League,Arsenal FC,1,1,1,-,-,4,2,1,,10,Thierry Henry
06/07,FA Cup,Arsenal FC,-,-,-,-,-,-,1,-,,1,Thierry Henry
06/07,Champions League,Arsenal FC,-,-,1,-,-,-,-,-,,1,Thierry Henry
05/06,Premier League,Arsenal FC,-,5,10,-,3,2,7,-,,27,Thierry Henry
05/06,Champions League,Arsenal FC,-,2,-,-,1,2,-,-,,5,Thierry Henry
05/06,EFL Cup,Arsenal FC,-,-,-,-,-,1,-,-,,1,Thierry Henry
04/05,Premier League,Arsenal FC,3,5,5,-,3,4,5,-,,25,Thierry Henry
04/05,Champions League,Arsenal FC,-,2,1,-,-,2,-,-,,5,Thierry Henry
03/04,Premier League,Arsenal FC,3,4,8,-,7,2,5,1,,30,Thierry Henry
03/04,Champions League,Arsenal FC,1,1,1,-,-,-,2,-,,5,Thierry Henry
03/04,FA Cup,Arsenal FC,-,2,-,-,1,-,-,-,,3,Thierry Henry
03/04,Community Shield,Arsenal FC,-,1,-,-,-,-,-,-,,1,Thierry Henry
02/03,Premier League,Arsenal FC,6,1,4,-,3,4,6,-,,24,Thierry Henry
02/03,Champions League,Arsenal FC,1,1,-,-,1,2,1,1,,7,Thierry Henry
02/03,FA Cup,Arsenal FC,-,-,-,1,-,-,-,-,,1,Thierry Henry
01/02,Premier League,Arsenal FC,1,5,5,-,3,4,5,1,,24,Thierry Henry
01/02,Champions League,Arsenal FC,1,2,1,-,2,-,-,1,,7,Thierry Henry
01/02,FA Cup,Arsenal FC,1,-,-,-,-,-,-,-,,1,Thierry Henry
00/01,Premier League,Arsenal FC,1,3,1,-,1,4,7,-,,17,Thierry Henry
00/01,Champions League,Arsenal FC,1,-,-,-,2,-,1,-,,4,Thierry Henry
00/01,FA Cup,Arsenal FC,-,-,-,-,1,-,-,-,,1,Thierry Henry
99/00,Premier League,Arsenal FC,3,3,2,-,4,1,4,-,,17,Thierry Henry
99/00,UEFA Cup,Arsenal FC,-,2,2,-,1,2,-,-,,7,Thierry Henry
99/00,EFL Cup,Arsenal FC,-,-,1,-,-,-,-,-,,1,Thierry Henry
99/00,Champions League,Arsenal FC,-,-,-,-,-,-,1,-,,1,Thierry Henry
98/99,Serie A,Juventus FC,-,-,1,-,-,1,1,-,,3,Thierry Henry
98/99,Ligue 1,AS Monaco,-,-,-,-,1,-,-,-,,1,Thierry Henry
97/98,Champions League,AS Monaco,-,1,1,-,1,1,3,-,,7,Thierry Henry
97/98,Ligue 1,AS Monaco,-,-,-,-,2,1,1,-,,4,Thierry Henry
96/97,Ligue 1,AS Monaco,-,1,1,-,1,3,3,-,,9,Thierry Henry
96/97,UEFA Cup,AS Monaco,-,-,-,-,-,-,1,-,,1,Thierry Henry
95/96,Ligue 1,AS Monaco,-,1,-,-,-,1,1,-,,3,Thierry Henry
94/95,Ligue 1,AS Monaco,-,1,1,-,-,-,1,-,,3,Thierry Henry
04/05,Oberliga Nord,VfB Lübeck II,-,1,-,-,1,-,-,-,,2,Luís Fabiano Clemente
17/18,Hong Kong FA Cup,Kitchee,1,-,-,-,-,-,-,-,-,1,Diego Forlán
17/18,Hong Kong Premier League,Kitchee,-,1,1,1,1,1,-,-,-,5,Diego Forlán
15/16,Indian Super League,Mumbai City FC,2,-,-,-,1,1,1,-,-,5,Diego Forlán
2016,Primera División Clausura,CA Peñarol,-,-,2,-,-,-,1,1,-,4,Diego Forlán
2016,Primera División Apertura,CA Peñarol,-,1,1,-,1,-,1,-,-,4,Diego Forlán
2015,J2 League,Cerezo Osaka,2,1,1,-,-,4,2,-,-,10,Diego Forlán
2014,J1 League,Cerezo Osaka,-,1,-,-,1,2,3,-,-,7,Diego Forlán
13/14,AFC Champions League,Cerezo Osaka,-,-,-,-,1,-,-,1,-,2,Diego Forlán
2013,Copa do Brasil,Sport Club Internacional,-,-,-,-,-,1,2,-,-,3,Diego Forlán
2013,Série A,Sport Club Internacional,-,1,3,-,-,1,-,-,-,5,Diego Forlán
2012,Série A,Sport Club Internacional,-,1,3,-,-,1,-,-,-,5,Diego Forlán
11/12,Serie A,FC Internazionale,-,-,-,-,-,1,-,1,-,2,Diego Forlán
10/11,LaLiga,Atlético de Madrid,1,1,2,-,-,4,-,-,-,8,Diego Forlán
10/11,Copa del Rey,Atlético de Madrid,1,-,-,-,-,-,-,-,-,1,Diego Forlán
10/11,Europa League,Atlético de Madrid,1,-,-,-,-,-,-,-,-,1,Diego Forlán
09/10,Europa League,Atlético de Madrid,1,-,1,-,1,-,1,-,2,6,Diego Forlán
09/10,LaLiga,Atlético de Madrid,3,5,1,-,3,3,3,-,-,18,Diego Forlán
09/10,Copa del Rey,Atlético de Madrid,-,1,-,-,-,2,-,-,-,3,Diego Forlán
09/10,Champions League Qu.,Atlético de Madrid,-,-,-,-,-,1,-,-,-,1,Diego Forlán
08/09,LaLiga,Atlético de Madrid,2,4,8,-,4,2,10,2,-,32,Diego Forlán
08/09,Champions League,Atlético de Madrid,-,-,-,1,-,-,-,-,-,1,Diego Forlán
08/09,Copa del Rey,Atlético de Madrid,-,-,1,-,-,-,-,-,-,1,Diego Forlán
08/09,Champions League Qu.,Atlético de Madrid,-,-,-,-,1,-,-,-,-,1,Diego Forlán
07/08,LaLiga,Atlético de Madrid,1,4,5,-,2,2,2,-,-,16,Diego Forlán
07/08,Copa del Rey,Atlético de Madrid,-,-,1,-,-,-,-,-,-,1,Diego Forlán
07/08,UEFA Cup,Atlético de Madrid,-,1,1,-,1,-,1,-,-,4,Diego Forlán
07/08,UEFA-Cup Qualifikation,Atlético de Madrid,-,-,-,-,-,1,-,-,-,1,Diego Forlán
07/08,UI Cup,Atlético de Madrid,1,-,-,-,-,-,-,-,-,1,Diego Forlán
06/07,LaLiga,Villarreal CF,2,4,3,-,3,3,3,1,-,19,Diego Forlán
06/07,Copa del Rey,Villarreal CF,-,1,-,-,-,-,-,-,-,1,Diego Forlán
06/07,UI Cup,Villarreal CF,-,-,-,-,-,1,-,-,-,1,Diego Forlán
05/06,LaLiga,Villarreal CF,1,-,4,-,2,1,2,-,-,10,Diego Forlán
05/06,Champions League,Villarreal CF,1,-,1,-,-,-,-,-,-,2,Diego Forlán
05/06,Champions League Qu.,Villarreal CF,-,-,-,-,-,-,1,-,-,1,Diego Forlán
04/05,LaLiga,Villarreal CF,-,7,2,-,7,2,7,-,-,25,Diego Forlán
03/04,FA Cup,Manchester United,-,-,-,-,-,1,-,-,-,1,Diego Forlán
03/04,Premier League,Manchester United,-,-,1,1,-,-,1,1,-,4,Diego Forlán
03/04,Champions League,Manchester United,1,-,-,-,-,-,1,-,-,2,Diego Forlán
03/04,EFL Cup,Manchester United,-,-,-,-,-,-,-,-,1,1,Diego Forlán
02/03,Premier League,Manchester United,-,-,1,-,-,2,3,-,-,6,Diego Forlán
02/03,EFL Cup,Manchester United,-,-,1,-,-,-,1,-,-,2,Diego Forlán
02/03,Champions League,Manchester United,-,-,-,-,-,-,1,-,-,1,Diego Forlán
01/02,Torneo Inicial,CA Independiente,-,1,2,-,3,1,4,-,-,11,Diego Forlán
00/01,Torneo Final,CA Independiente,2,-,-,-,-,-,-,-,-,2,Diego Forlán
00/01,Torneo Inicial,CA Independiente,2,3,-,-,2,-,2,-,-,9,Diego Forlán
99/00,Torneo Final,CA Independiente,-,-,-,-,-,-,1,-,-,1,Diego Forlán
17/18,Ligue 1,Stade Rennais FC,-,-,-,-,-,-,1,-,,1,Yoann Gourcuff
16/17,Ligue 1,Stade Rennais FC,1,1,-,-,1,1,-,-,,4,Yoann Gourcuff
15/16,Ligue 1,Stade Rennais FC,1,-,-,-,1,-,-,-,,2,Yoann Gourcuff
14/15,Ligue 1,Olympique Lyon,-,-,1,-,1,1,-,-,,3,Yoann Gourcuff
13/14,Coupe de France,Olympique Lyon,-,-,-,-,-,-,1,-,,1,Yoann Gourcuff
13/14,Coupe de la Ligue,Olympique Lyon,-,1,-,-,-,-,1,-,,2,Yoann Gourcuff
13/14,Ligue 1,Olympique Lyon,-,-,-,-,1,1,-,1,,3,Yoann Gourcuff
12/13,Ligue 1,Olympique Lyon,-,1,-,-,1,-,1,-,,3,Yoann Gourcuff
12/13,Europa League,Olympique Lyon,-,-,-,1,-,-,-,-,,1,Yoann Gourcuff
11/12,Ligue 1,Olympique Lyon,-,-,1,-,-,-,-,1,,2,Yoann Gourcuff
10/11,Ligue 1,Olympique Lyon,-,-,2,-,-,-,1,-,,3,Yoann Gourcuff
10/11,Champions League,Olympique Lyon,-,-,-,-,-,1,-,-,,1,Yoann Gourcuff
09/10,Ligue 1,FC Girondins Bordeaux,-,-,-,-,2,2,1,1,,6,Yoann Gourcuff
09/10,Champions League,FC Girondins Bordeaux,1,-,1,-,-,-,-,-,,2,Yoann Gourcuff
09/10,Coupe de la Ligue,FC Girondins Bordeaux,-,-,1,-,-,-,-,-,,1,Yoann Gourcuff
08/09,Ligue 1,FC Girondins Bordeaux,3,1,1,-,2,3,1,1,,12,Yoann Gourcuff
08/09,Coupe de la Ligue,FC Girondins Bordeaux,-,-,1,-,-,-,-,-,,1,Yoann Gourcuff
08/09,Champions League,FC Girondins Bordeaux,1,1,-,-,-,-,-,-,,2,Yoann Gourcuff
07/08,Serie A,AC Milan,-,-,-,-,-,-,1,-,,1,Yoann Gourcuff
06/07,Serie A,AC Milan,-,-,1,-,-,-,-,-,,1,Yoann Gourcuff
06/07,Champions League,AC Milan,-,-,1,-,-,-,-,-,,1,Yoann Gourcuff
05/06,Ligue 1,Stade Rennais FC,-,3,1,-,2,-,-,-,,6,Yoann Gourcuff
2017,Série A,Avaí FC,-,1,-,-,-,-,-,-,,1,Maicon
15/16,Serie A,AS Roma,1,-,-,-,-,-,-,-,,1,Maicon
14/15,Serie A,AS Roma,-,-,-,-,1,-,-,-,,1,Maicon
14/15,Champions League,AS Roma,-,1,-,-,-,-,-,-,,1,Maicon
13/14,Serie A,AS Roma,1,-,1,-,-,-,-,-,,2,Maicon
11/12,Serie A,FC Internazionale,-,1,-,-,-,-,1,-,,2,Maicon
11/12,Italy Cup,FC Internazionale,1,-,-,-,-,-,-,-,,1,Maicon
10/11,Serie A,FC Internazionale,-,-,-,-,-,-,1,-,,1,Maicon
09/10,Champions League,FC Internazionale,-,-,-,-,1,-,-,-,,1,Maicon
09/10,Serie A,FC Internazionale,-,1,-,1,-,3,1,-,,6,Maicon
08/09,Serie A,FC Internazionale,1,1,1,-,-,-,1,-,,4,Maicon
08/09,Champions League,FC Internazionale,1,-,-,-,-,-,-,-,,1,Maicon
07/08,Serie A,FC Internazionale,-,-,1,-,-,-,-,-,,1,Maicon
06/07,Serie A,FC Internazionale,-,-,-,-,1,1,-,-,,2,Maicon
06/07,Champions League,FC Internazionale,-,-,-,-,-,-,1,-,,1,Maicon
05/06,Ligue 1,AS Monaco,-,-,-,-,-,-,-,1,,1,Maicon
05/06,UEFA Cup,AS Monaco,-,-,-,-,1,-,-,-,,1,Maicon
04/05,Ligue 1,AS Monaco,-,2,2,-,-,-,-,-,,4,Maicon
04/05,Champions League,AS Monaco,-,-,-,-,1,-,-,-,,1,Maicon
2004,Libertadores,Cruzeiro Esporte Clube,-,-,-,-,-,-,1,-,,1,Maicon
2022,Série A,CR Flamengo,-,1,-,-,-,-,-,-,-,1,Diego Ribas da Cunha
2022,Carioca - Taça Guanabara,CR Flamengo,-,-,-,-,-,-,1,-,-,1,Diego Ribas da Cunha
2021,Carioca - Taça Guanabara,CR Flamengo,-,-,1,-,-,-,-,-,-,1,Diego Ribas da Cunha
2020,Série A,CR Flamengo,-,-,-,-,-,-,1,-,-,1,Diego Ribas da Cunha
2020,Carioca - Taça Guanabara,CR Flamengo,-,-,1,-,-,-,-,-,-,1,Diego Ribas da Cunha
2019,Série A,CR Flamengo,-,-,1,-,-,-,-,-,-,1,Diego Ribas da Cunha
2019,Libertadores,CR Flamengo,1,-,-,-,-,-,-,-,-,1,Diego Ribas da Cunha
2018,Série A,CR Flamengo,-,1,2,-,1,1,1,-,-,6,Diego Ribas da Cunha
2017,Série A,CR Flamengo,1,1,2,-,1,-,4,1,-,10,Diego Ribas da Cunha
2017,Copa Sudamericana,CR Flamengo,1,-,-,-,-,-,-,-,-,1,Diego Ribas da Cunha
2017,Libertadores,CR Flamengo,1,-,-,-,1,-,-,-,-,2,Diego Ribas da Cunha
2016,Série A,CR Flamengo,1,1,1,-,-,2,1,-,-,6,Diego Ribas da Cunha
15/16,Süper Lig,Fenerbahce,-,-,2,-,-,-,-,-,-,2,Diego Ribas da Cunha
15/16,Türkiye Kupasi,Fenerbahce,-,-,-,-,-,-,-,-,1,1,Diego Ribas da Cunha
14/15,Süper Lig,Fenerbahce,1,1,-,-,-,-,1,-,-,3,Diego Ribas da Cunha
14/15,Türkiye Kupasi,Fenerbahce,-,-,1,-,-,-,1,-,-,2,Diego Ribas da Cunha
13/14,Champions League,Atlético de Madrid,-,-,-,-,1,-,-,-,-,1,Diego Ribas da Cunha
13/14,LaLiga,Atlético de Madrid,-,-,-,-,-,-,1,-,-,1,Diego Ribas da Cunha
13/14,Bundesliga,VfL Wolfsburg,-,-,-,1,2,-,-,-,-,3,Diego Ribas da Cunha
13/14,DFB-Pokal,VfL Wolfsburg,-,-,-,1,-,1,-,-,-,2,Diego Ribas da Cunha
12/13,Bundesliga,VfL Wolfsburg,2,2,1,-,1,2,1,1,-,10,Diego Ribas da Cunha
12/13,DFB-Pokal,VfL Wolfsburg,-,-,2,-,1,-,-,-,-,3,Diego Ribas da Cunha
11/12,Europa League,Atlético de Madrid,-,-,1,-,-,1,1,-,-,3,Diego Ribas da Cunha
11/12,LaLiga,Atlético de Madrid,-,-,-,-,-,1,2,-,-,3,Diego Ribas da Cunha
10/11,Bundesliga,VfL Wolfsburg,1,1,1,1,1,1,-,-,-,6,Diego Ribas da Cunha
09/10,Serie A,Juventus FC,2,1,-,-,-,1,1,-,-,5,Diego Ribas da Cunha
09/10,Italy Cup,Juventus FC,1,1,-,-,-,-,-,-,-,2,Diego Ribas da Cunha
08/09,Bundesliga,SV Werder Bremen,1,3,3,-,-,2,3,-,-,12,Diego Ribas da Cunha
08/09,UEFA Cup,SV Werder Bremen,-,2,1,-,1,1,1,-,-,6,Diego Ribas da Cunha
08/09,DFB-Pokal,SV Werder Bremen,1,-,-,-,1,-,-,-,-,2,Diego Ribas da Cunha
08/09,Champions League,SV Werder Bremen,-,-,-,-,-,1,-,-,-,1,Diego Ribas da Cunha
07/08,Bundesliga,SV Werder Bremen,1,2,3,-,3,2,2,-,-,13,Diego Ribas da Cunha
07/08,UEFA Cup,SV Werder Bremen,-,-,-,-,1,-,-,-,-,1,Diego Ribas da Cunha
07/08,DFB-Pokal,SV Werder Bremen,-,-,-,-,-,-,1,-,-,1,Diego Ribas da Cunha
07/08,Champions League,SV Werder Bremen,-,-,-,-,-,-,1,-,-,1,Diego Ribas da Cunha
07/08,Champions League Qu.,SV Werder Bremen,1,-,-,-,-,1,-,-,-,2,Diego Ribas da Cunha
06/07,Bundesliga,SV Werder Bremen,1,3,2,-,1,-,4,2,-,13,Diego Ribas da Cunha
06/07,UEFA Cup,SV Werder Bremen,-,-,-,-,-,-,1,-,-,1,Diego Ribas da Cunha
06/07,Champions League,SV Werder Bremen,-,-,-,-,-,1,-,-,-,1,Diego Ribas da Cunha
05/06,Liga Portugal,FC Porto,-,-,-,-,-,-,-,1,-,1,Diego Ribas da Cunha
05/06,Champions League,FC Porto,-,-,1,-,-,-,-,-,-,1,Diego Ribas da Cunha
04/05,Liga Portugal,FC Porto,1,-,1,-,-,-,1,-,-,3,Diego Ribas da Cunha
04/05,Champions League,FC Porto,-,-,-,-,-,1,-,-,-,1,Diego Ribas da Cunha
2004,Série A,Santos FC,-,1,-,-,1,2,-,-,-,4,Diego Ribas da Cunha
2004,Libertadores,Santos FC,1,1,-,-,1,1,-,-,-,4,Diego Ribas da Cunha
2003,Libertadores,Santos FC,1,-,1,-,1,-,1,-,-,4,Diego Ribas da Cunha
2002,Série A,Santos FC,-,-,-,-,-,1,1,-,-,2,Diego Ribas da Cunha
17/18,Championship,Aston Villa,-,1,-,-,-,-,-,-,,1,John Terry
16/17,Premier League,Chelsea FC,-,1,-,-,-,-,-,-,,1,John Terry
15/16,Premier League,Chelsea FC,-,-,-,-,-,-,-,1,,1,John Terry
14/15,Premier League,Chelsea FC,2,-,1,-,-,-,2,-,,5,John Terry
14/15,EFL Cup,Chelsea FC,-,-,1,-,-,-,-,-,,1,John Terry
14/15,Champions League,Chelsea FC,1,-,1,-,-,-,-,-,,2,John Terry
13/14,Premier League,Chelsea FC,-,-,-,-,-,2,-,-,,2,John Terry
12/13,Premier League,Chelsea FC,-,1,2,-,-,1,-,-,,4,John Terry
12/13,Europa League,Chelsea FC,-,-,-,-,1,-,-,-,,1,John Terry
12/13,FA Cup,Chelsea FC,-,-,-,-,-,-,1,-,,1,John Terry
11/12,Premier League,Chelsea FC,2,1,2,1,-,-,-,-,,6,John Terry
11/12,Champions League,Chelsea FC,-,-,-,-,1,-,-,-,,1,John Terry
10/11,Premier League,Chelsea FC,-,1,-,-,1,-,1,-,,3,John Terry
10/11,Champions League,Chelsea FC,1,-,-,-,-,-,-,-,,1,John Terry
09/10,FA Cup,Chelsea FC,-,-,-,-,-,1,-,-,,1,John Terry
09/10,Premier League,Chelsea FC,-,-,-,-,-,-,2,-,,2,John Terry
08/09,Premier League,Chelsea FC,-,1,-,-,-,-,-,-,,1,John Terry
08/09,Champions League,Chelsea FC,-,-,-,-,-,1,1,-,,2,John Terry
07/08,Premier League,Chelsea FC,1,-,-,-,-,-,-,-,,1,John Terry
06/07,Premier League,Chelsea FC,1,-,-,-,-,-,-,-,,1,John Terry
05/06,Premier League,Chelsea FC,-,-,1,-,1,2,-,-,,4,John Terry
05/06,FA Cup,Chelsea FC,1,-,-,-,-,1,-,-,,2,John Terry
05/06,EFL Cup,Chelsea FC,-,-,1,-,-,-,-,-,,1,John Terry
04/05,Champions League,Chelsea FC,1,1,-,-,-,1,1,-,,4,John Terry
04/05,FA Cup,Chelsea FC,-,-,-,-,-,-,1,-,,1,John Terry
04/05,Premier League,Chelsea FC,-,1,-,-,2,-,-,-,,3,John Terry
03/04,Premier League,Chelsea FC,1,-,-,-,-,1,-,-,,2,John Terry
03/04,FA Cup,Chelsea FC,1,-,-,-,-,-,-,-,,1,John Terry
02/03,Premier League,Chelsea FC,-,-,2,-,-,-,1,-,,3,John Terry
02/03,FA Cup,Chelsea FC,1,-,-,-,-,-,1,-,,2,John Terry
02/03,UEFA Cup,Chelsea FC,-,-,-,-,-,1,-,-,,1,John Terry
01/02,FA Cup,Chelsea FC,-,-,1,-,-,-,1,-,,2,John Terry
01/02,Premier League,Chelsea FC,-,-,-,-,1,-,-,-,,1,John Terry
01/02,UEFA Cup,Chelsea FC,-,-,1,-,-,-,-,-,,1,John Terry
00/01,Premier League,Chelsea FC,-,-,-,-,-,1,-,-,,1,John Terry
99/00,FA Cup,Chelsea FC,-,-,-,-,1,-,-,-,,1,John Terry
2019,League One,Qingdao Huanghai,-,1,-,-,-,1,-,-,,2,Yaya Touré
16/17,Premier League,Manchester City,-,-,1,-,1,2,1,-,,5,Yaya Touré
16/17,FA Cup,Manchester City,-,-,1,-,-,-,-,1,,2,Yaya Touré
15/16,Premier League,Manchester City,-,2,-,-,1,-,3,-,,6,Yaya Touré
15/16,Champions League,Manchester City,-,-,-,-,-,-,1,-,,1,Yaya Touré
15/16,EFL Cup,Manchester City,-,-,-,-,-,-,1,-,,1,Yaya Touré
14/15,Premier League,Manchester City,1,2,-,-,2,2,3,-,,10,Yaya Touré
14/15,Champions League,Manchester City,1,-,-,-,-,-,-,-,,1,Yaya Touré
14/15,EFL Cup,Manchester City,-,-,-,-,1,-,-,-,,1,Yaya Touré
13/14,Premier League,Manchester City,1,3,2,1,5,3,3,2,,20,Yaya Touré
13/14,EFL Cup,Manchester City,-,-,1,-,1,-,1,-,,3,Yaya Touré
13/14,Champions League,Manchester City,-,-,-,-,1,-,-,-,,1,Yaya Touré
12/13,Premier League,Manchester City,-,1,-,-,1,2,2,-,,6,Yaya Touré
12/13,FA Cup,Manchester City,1,-,-,-,-,-,-,-,,1,Yaya Touré
12/13,Champions League,Manchester City,-,1,-,-,-,-,-,-,,1,Yaya Touré
12/13,Community Shield,Manchester City,-,-,-,-,1,-,-,-,,1,Yaya Touré
11/12,Premier League,Manchester City,-,-,1,-,-,3,2,-,,6,Yaya Touré
11/12,Champions League,Manchester City,-,1,-,-,1,1,-,-,,3,Yaya Touré
10/11,FA Cup,Manchester City,1,-,-,-,1,1,-,-,,3,Yaya Touré
10/11,Premier League,Manchester City,-,2,1,-,1,2,-,-,,6,Yaya Touré
10/11,Europa League,Manchester City,-,-,-,-,-,-,1,-,,1,Yaya Touré
09/10,LaLiga,FC Barcelona,-,-,-,-,-,1,-,-,,1,Yaya Touré
08/09,Copa del Rey,FC Barcelona,-,-,1,-,-,-,-,-,,1,Yaya Touré
08/09,LaLiga,FC Barcelona,-,-,-,-,-,1,1,-,,2,Yaya Touré
07/08,Champions League,FC Barcelona,-,-,1,-,-,-,-,-,,1,Yaya Touré
07/08,LaLiga,FC Barcelona,-,-,-,-,-,1,-,-,,1,Yaya Touré
06/07,Ligue 1,AS Monaco,2,-,1,-,-,-,2,-,,5,Yaya Touré
05/06,Super League 1,Olympiacos Piraeus,1,-,-,-,2,-,-,-,,3,Yaya Touré
04/05,Premier Liga,Metalurg Donetsk (- 2015),1,-,-,-,-,1,-,-,,2,Yaya Touré
04/05,Ukrainian Cup,Metalurg Donetsk (- 2015),-,1,-,-,-,-,-,-,,1,Yaya Touré
04/05,UEFA-Cup Qualifikation,Metalurg Donetsk (- 2015),-,1,-,-,-,-,-,-,,1,Yaya Touré
03/04,Premier Liga,Metalurg Donetsk (- 2015),1,-,-,-,-,-,-,-,,1,Yaya Touré
02/03,Jupiler Pro League,KSK Beveren (- 2010),-,-,1,-,1,-,-,1,,3,Yaya Touré
18/19,QSC,Al-Gharafa SC,-,-,-,-,-,1,-,-,,1,Wesley Sneijder
18/19,Stars League,Al-Gharafa SC,1,1,1,1,1,-,1,-,,6,Wesley Sneijder
17/18,Stars League,Al-Gharafa SC,1,5,1,-,-,1,1,-,,9,Wesley Sneijder
17/18,AFC Champions League,Al-Gharafa SC,-,-,-,-,-,1,-,-,,1,Wesley Sneijder
17/18,AFC CL-Qualification,Al-Gharafa SC,-,1,-,-,-,-,-,-,,1,Wesley Sneijder
16/17,Süper Lig,Galatasaray,-,1,-,-,2,-,1,1,,5,Wesley Sneijder
15/16,Süper Lig,Galatasaray,1,-,1,-,1,-,1,1,,5,Wesley Sneijder
14/15,Süper Lig,Galatasaray,1,1,-,-,1,2,3,2,,10,Wesley Sneijder
14/15,Türkiye Kupasi,Galatasaray,-,1,1,-,-,1,-,-,,3,Wesley Sneijder
14/15,Champions League,Galatasaray,-,-,-,-,-,-,1,-,,1,Wesley Sneijder
13/14,Süper Lig,Galatasaray,5,1,2,-,1,1,2,-,,12,Wesley Sneijder
13/14,Türkiye Kupasi,Galatasaray,1,-,-,1,-,1,-,-,,3,Wesley Sneijder
13/14,Champions League,Galatasaray,-,-,1,-,-,-,1,-,,2,Wesley Sneijder
12/13,Süper Lig,Galatasaray,1,-,-,-,2,-,-,-,,3,Wesley Sneijder
12/13,Champions League,Galatasaray,-,-,-,-,-,1,-,-,,1,Wesley Sneijder
12/13,Serie A,FC Internazionale,-,1,-,-,-,-,-,-,,1,Wesley Sneijder
12/13,Europa League Qualifying,FC Internazionale,-,1,-,-,-,-,-,-,,1,Wesley Sneijder
11/12,Serie A,FC Internazionale,2,1,1,-,-,-,-,-,,4,Wesley Sneijder
11/12,Supercoppa Italiana,FC Internazionale,-,1,-,-,-,-,-,-,,1,Wesley Sneijder
10/11,Serie A,FC Internazionale,1,-,1,-,-,1,-,1,,4,Wesley Sneijder
10/11,Champions League,FC Internazionale,1,-,1,-,-,1,-,-,,3,Wesley Sneijder
09/10,Champions League,FC Internazionale,1,1,-,-,-,-,1,-,,3,Wesley Sneijder
09/10,Serie A,FC Internazionale,-,-,2,-,-,-,1,1,,4,Wesley Sneijder
09/10,Italy Cup,FC Internazionale,-,-,-,-,1,-,-,-,,1,Wesley Sneijder
08/09,LaLiga,Real Madrid,1,-,1,-,-,-,-,-,,2,Wesley Sneijder
07/08,LaLiga,Real Madrid,-,-,1,-,3,4,1,-,,9,Wesley Sneijder
06/07,Play-Offs Conference League,Ajax Amsterdam,1,-,-,-,-,-,-,-,,1,Wesley Sneijder
06/07,Eredivisie,Ajax Amsterdam,3,4,4,-,1,2,4,-,,18,Wesley Sneijder
06/07,KNVB beker,Ajax Amsterdam,1,-,-,-,-,-,-,-,,1,Wesley Sneijder
06/07,UEFA Cup,Ajax Amsterdam,-,-,-,-,-,1,-,-,,1,Wesley Sneijder
06/07,Johan Cruijff Schaal,Ajax Amsterdam,-,-,-,-,-,-,1,-,,1,Wesley Sneijder
